I	bln_rub	1999	670,4	96,8	131,1	185,6	256,9	28,5	31,8	36,5	36,9	41,4	52,8	56,2	61,8	67,6	66,5	72,0	118,4
I	bln_rub	2000	1165,2	165,8	236,0	330,2	433,2	46,1	55,8	63,9	64,5	75,8	95,7	99,1	112,9	118,3	114,6	123,0	195,5
I	bln_rub	2001	1504,7	230,3	318,8	421,1	534,5	66,7	77,4	86,2	87,9	106,1	124,8	127,7	144,2	149,2	144,7	150,2	239,6
I	bln_rub	2002	1762,4	270,1	376,4	494,5	621,4	78,1	89,6	102,4	104,0	125,1	147,3	152,2	167,0	175,3	169,1	174,3	278,0
I	bln_rub	2003	2186,4	330,0	470,6	607,5	778,3	93,8	110,6	125,6	129,9	158,8	181,9	185,8	204,8	216,9	209,6	216,2	352,5
I	bln_rub	2004	2865,0	442,2	626,3	783,3	1013,2	124,1	149,9	168,2	170,7	209,2	246,4	236,8	270,5	276,0	264,9	290,9	457,4
I	bln_rub	2005	3611,1	540,5	776,3	993,6	1300,7	148,1	184,5	207,9	212,6	250,6	313,1	306,5	336,8	350,3	332,4	382,5	585,8
I	bln_rub	2006	4730,0	658,4	1017,6	1287,3	1766,7	176,3	217,5	264,6	267,8	340,6	409,2	381,5	437,6	468,2	462,9	508,6	795,2
I	bln_rub	2007	6716,2	897,6	1414,4	1744,1	2660,1	255,3	298,0	344,3	364,5	472,2	577,7	543,1	584,2	616,8	684,7	740,4	1235,0
I	bln_rub	2008	8781,6	1314,6	1991,5	2369,0	3106,5	364,3	447,3	503,0	544,1	672,2	775,2	725,5	782,0	861,5	879,0	877,4	1350,1
I	bln_rub	2009	7976,0	1224,3	1722,1	2061,0	2968,6	340,2	426,2	457,9	485,0	562,5	674,6	633,4	675,8	751,8	771,9	831,3	1365,4
I	bln_rub	2010	9152,1	1242,9	1962,5	2361,5	3585,2	331,7	421,5	489,7	527,2	642,2	793,1	683,9	794,7	882,9	931,2	977,7	1676,3
I	bln_rub	2011	11035,7	1422,0	2306,0	2854,1	4453,6	367,8	486,3	567,9	611,1	766,9	928,0	824,0	969,2	1060,9	1175,4	1192,3	2085,9
I	bln_rub	2012	12586,1	1730,1	2730,5	3225,0	4900,5	457,3	602,3	670,5	709,9	931,6	1089,0	976,6	1099,1	1149,3	1373,0	1303,3	2224,2
I	bln_rub	2013	13450,3	1905,4	2918,7	3402,9	5223,3	511,4	652,5	741,5	771,6	987,0	1160,1	1053,2	1147,2	1202,5	1449,9	1431,9	2341,5
I	bln_rub	2014	13527,7	1863,8	2942,0	3447,6	5274,3	492,2	643,2	728,4	770,4	991,1	1180,5	1075,1	1168,5	1204,0	1468,5	1372,5	2433,3
I	bln_rub	2015		1969,7	3020,82)			516,9	680,7	772,1	812,82)	1004,22)	1203,82)						
I	yoy	1999	105,3	93,8	99,2	105,0	117,4	92,2	93,8	95,1	94,7	99,2	102,9	102,1	101,9	111,1	114,8	112,1	122,6
I	yoy	2000	117,4	113,5	119,6	119,7	116,1	107,9	116,1	115,7	116,5	122,1	120,0	116,9	122,5	119,6	118,2	118,5	113,4
I	yoy	2001	111,7	107,0	109,5	109,9	111,9	109,4	106,6	105,6	108,4	112,8	107,7	109,1	109,7	110,8	112,4	110,2	112,8
I	yoy	2002	102,9	101,3	103,5	102,7	103,1	100,1	100,1	103,4	103,7	103,3	103,5	104,1	101,5	102,8	103,2	102,9	103,2
I	yoy	2003	112,7	110,1	113,1	111,8	113,7	107,9	111,1	110,9	112,6	114,9	111,8	111,4	111,6	112,4	112,5	112,6	115,0
I	yoy	2004	116,8	118,4	116,9	111,8	111,2	117,5	119,6	118,1	116,0	115,7	118,6	110,9	114,4	110,1	108,2	114,7	110,8
I	yoy	2005	110,2	106,3	108,4	111,4	114,3	103,5	107,2	107,7	108,9	104,9	111,1	113,6	109,1	111,7	111,3	117,2	114,2
I	yoy	2006	117,8	108,8	117,7	116,1	120,3	106,6	105,0	113,7	112,8	121,9	117,8	111,8	116,7	119,3	123,8	117,6	120,0
I	yoy	2007	123,8	120,3	121,3	116,9	128,5	127,6	121,1	114,7	119,4	121,1	122,7	123,2	115,1	113,2	126,7	124,5	132,1
I	yoy	2008	109,5	123,4	117,6	112,3	98,7	120,9	126,1	123,0	125,0	119,1	111,6	110,8	110,5	115,4	106,9	99,7	93,5
I	yoy	2009	86,5	82,0	79,1	82,3	90,7	81,3	83,8	80,9	80,4	76,3	80,6	81,9	81,7	83,1	84,0	90,3	95,4
I	yoy	2010	106,3	95,2	105,6	105,3	111,1	91,7	92,5	100,4	101,7	105,6	108,3	99,5	108,1	107,8	110,6	108,0	113,3
I	yoy	2011	110,8	103,9	107,8	111,3	114,8	100,9	104,6	105,4	105,8	109,4	107,9	110,7	112,1	111,0	116,3	112,8	115,3
I	yoy	2012	106,8	113,9	110,6	105,5	103,2	116,3	116,0	110,6	108,4	113,9	109,3	110,2	106,2	101,2	109,4	102,9	99,9
I	yoy	2013	100,8	102,5	100,2	99,7	101,1	104,0	101,1	102,8	101,7	99,4	99,9	102,0	98,8	98,5	99,8	104,7	99,8
I	yoy	2014	97,3	94,7	98,1	98,5	97,2	92,7	95,5	95,3	97,4	97,3	99,3	99,1	98,4	98,1	99,2	92,2	98,9
I	yoy	2015		96,43)	93,32)			96,13)	95,73)	97,33)	95,22)	92,42)	92,92)						
I	rog	1999						42,5	108,4	111,2	97,2	109,2	124,3	102,6	106,2	104,1	95,1	104,3	161,3
I	rog	2000						37,4	116,6	110,8	97,9	114,4	122,1	100,0	111,2	101,7	94,0	104,6	154,3
I	rog	2001						35,7	113,6	109,8	100,5	119,1	116,5	101,3	111,8	102,7	95,3	102,5	158,0
I	rog	2002						32,0	113,6	113,4	100,8	118,7	116,7	101,9	109,0	104,0	95,7	102,3	158,4
I	rog	2003						33,5	117,0	113,2	102,3	121,2	113,6	101,5	109,3	104,7	95,8	102,4	161,8
I	rog	2004		55,5	137,2	120,6	124,0	35,0	119,1	111,8	100,4	120,8	116,4	94,9	112,8	100,8	94,2	108,5	156,3
I	rog	2005		51,9	139,9	123,9	127,2	32,0	123,3	112,3	101,5	116,4	123,4	97,0	108,3	103,2	93,8	114,3	152,3
I	rog	2006		49,6	151,4	122,1	131,8	30,0	121,5	121,6	100,7	125,7	119,3	92,1	113,0	105,4	97,4	108,5	155,3
I	rog	2007		49,4	152,6	117,7	144,9	31,7	115,3	115,2	104,8	127,5	120,9	92,5	105,6	103,7	109,0	106,6	164,9
I	rog	2008		47,4	145,4	112,4	127,4	29,0	120,3	112,3	106,5	121,5	113,2	91,8	105,4	108,3	101,0	99,4	154,6
I	rog	2009		39,4	140,3	116,9	140,5	25,2	124,0	108,4	106,0	115,3	119,5	93,4	105,2	110,1	102,1	106,8	163,4
I	rog	2010		41,3	155,6	116,6	148,2	24,3	125,1	117,6	107,4	119,7	122,6	85,8	114,2	109,8	104,8	104,3	171,4
I	rog	2011		38,7	161,0	120,6	153,0	21,6	129,8	118,4	107,6	123,8	121,0	88,1	115,7	108,8	109,8	101,1	175,2
I	rog	2012		38,3	156,3	115,1	149,7	21,8	129,4	112,9	105,5	130,0	116,1	88,8	111,4	103,8	118,7	95,1	170,0
I	rog	2013		38,1	152,8	114,4	151,9	21,1	125,8	114,9	104,3	127,1	116,6	90,7	107,9	103,5	120,2	99,8	162,1
I	rog	2014		35,7	158,2	114,9	149,9	21,1	129,6	114,5	106,6	127,0	119,0	90,5	107,1	103,3	121,6	92,7	173,8
I	rog	2015		35,53)	152,82)			20,53)	129,1	116,4	104,12)	123,22)	119,62)						
